PIC16F917;4992;16352;16383
PIC16F690;5120;16352;16383
PIC16F87;1824;16352;16383
PIC12F675;4032;16352;16383
PIC16F886;8288;16352;16383
PIC16F887;8320;16352;16383
PIC12F510;65535;0;4095
PIC16F506;65535;0;4095
PIC10F200;65535;0;4095
PIC10F204;65535;0;4095
PIC10F202;65535;0;4095
PIC10F206;65535;0;4095
PIC10F220;65535;0;4095
PIC10F222;65535;0;4095
PIC12F508;65535;0;4095
PIC12F509;65535;0;4095
PIC16F54;65535;0;4095
PIC16F57;65535;0;4095
PIC16F59;65535;0;4095
PIC16F505;65535;0;4095
PIC18F1320;1984;65520;65535
PIC18F44J10;7456;65504;65535
PIC12F629;3968;16352;16383
PIC12F635;4000;16352;16383
PIC12F683;1120;16352;16383
PIC16F616;4672;16352;16383
PIC16HV616;4704;16352;16383
PIC16F627A;4160;16352;16383
PIC16F628A;4192;16352;16383
PIC16F648A;4352;16352;16383
PIC16F630;4288;16352;16383
PIC16F676;4320;16352;16383
PIC16F631;5152;16352;16383
PIC16F636;4256;16352;16383
PIC16F639;4256;16352;16383
PIC16F684;4224;16352;16383
PIC16F685;1184;16352;16383
PIC16F687;4896;16352;16383
PIC16F688;4480;16352;16383
PIC16F689;4928;16352;16383
PIC16F677;5184;16352;16383
PIC16F72;160;16352;16383
PIC16F73;1536;16352;16383
PIC16F74;1568;16352;16383
PIC16F76;1600;16352;16383
PIC16F77;1632;16352;16383
PIC16F737;2976;16352;16383
PIC16F747;3040;16352;16383
PIC16F767;3744;16352;16383
PIC16F777;3552;16352;16383
PIC16F785;4608;16352;16383
PIC16HV785;4640;16352;16383
PIC16F88;1888;16352;16383
PIC16F818;1216;16352;16383
PIC16F819;1248;16352;16383
PIC16F873A;3648;16352;16383
PIC16F874A;3680;16352;16383
PIC16F876A;3584;16352;16383
PIC16F877A;3616;16352;16383
PIC16F883;8224;16352;16383
PIC16F884;8256;16352;16383
PIC16F913;5088;16352;16383
PIC16F914;5056;16352;16383
PIC16F916;5024;16352;16383
PIC16F946;5216;16352;16383
PIC18F242;1152;65520;65535
PIC18F252;1024;65520;65535
PIC18F442;1184;65520;65535
PIC18F452;1056;65520;65535
PIC18F458;2144;65520;65535
PIC18F1220;2016;65520;65535
PIC18F4220;1440;65520;65535
PIC18F2320;1280;65520;65535
PIC18F4320;1312;65520;65535
PIC18F2220;1408;65520;65535
PIC18F2331;2272;65520;65535
PIC18F2431;2240;65520;65535
PIC18F4331;2208;65520;65535
PIC18F4431;2176;65520;65535
PIC18F2450;9248;65520;65535
PIC18F4450;9216;65520;65535
PIC18F6722;5120;65520;65535
PIC18F2410;4448;65520;65535
PIC18F2420;4416;65520;65535
PIC18F2455;4704;65520;65535
PIC18F2480;6880;65520;65535
PIC18F2510;4384;65520;65535
PIC18F2520;4352;65520;65535
PIC18F2550;4672;65520;65535
PIC18F2580;6848;65520;65535
PIC18F4410;4320;65520;65535
PIC18F4420;4288;65520;65535
PIC18F4455;4640;65520;65535
PIC18F4480;6816;65520;65535
PIC18F4510;4256;65520;65535
PIC18F4520;4224;65520;65535
PIC18F4550;4608;65520;65535
PIC18F4580;6784;65520;65535
PIC18F2515;3296;65520;65535
PIC18F2525;3264;65520;65535
PIC18F2585;3808;65520;65535
PIC18F2610;3232;65520;65535
PIC18F2620;3200;65520;65535
PIC18F2680;3776;65520;65535
PIC18F4515;3168;65520;65535
PIC18F4525;3136;65520;65535
PIC18F4585;3744;65520;65535
PIC18F4610;3104;65520;65535
PIC18F4620;3072;65520;65535
PIC18F4680;3712;65520;65535
PIC18F6527;4928;65520;65535
PIC18F6622;4992;65520;65535
PIC18F6627;5056;65520;65535
PIC18F8527;4960;65520;65535
PIC18F8622;5024;65520;65535
PIC18F8627;5088;65520;65535
PIC18F8722;5152;65520;65535
PIC18F24J10;7424;65504;65535
PIC18F25J10;7168;65504;65535
PIC18F45J10;7200;65504;65535
PIC18F65J10;5408;65504;65535
PIC18F65J15;5440;65504;65535
PIC18F66J10;5472;65504;65535
PIC18F66J15;5504;65504;65535
PIC18F67J10;5536;65504;65535
PIC18F85J10;5600;65504;65535
PIC18F85J15;5888;65504;65535
PIC18F86J10;5920;65504;65535
PIC18F86J15;5952;65504;65535
PIC18F87J10;5984;65504;65535
PIC16F870;3328;16352;16383
PIC16F871;3360;16352;16383
PIC16F872;2272;16352;16383
PIC16F873;2400;16352;16383
PIC16F874;2336;16352;16383
PIC16F876;2528;16352;16383
PIC16F877;2464;16352;16383
PIC16F84A;1376;16352;16383
PIC18F6520;2848;65520;65535
PIC18F8520;2816;65520;65535
PIC12F615;8576;16352;16383
PIC12HV615;8608;16352;16383
PIC12F609;8768;16352;16383
PIC12HV609;8832;16352;16383
PIC16F610;8800;16352;16383
PIC16HV610;8864;16352;16383
PIC16F716;4416;16352;16383
PIC18F6620;1632;65520;65535
PIC18F8620;1600;65520;65535
PIC18F6720;1568;65520;65535
PIC18F8720;1536;65520;65535
PIC18F67J60;7968;65504;65535
PIC18F87J60;8032;65504;65535
PIC18F97J60;8096;65504;65535
PIC18F66J60;6144;65504;65535
PIC18F66J65;7936;65504;65535
PIC18F86J60;6176;65504;65535
PIC18F86J65;8000;65504;65535
PIC18F96J60;6208;65504;65535
PIC18F96J65;8064;65504;65535
PIC16F627;1952;16352;16383
PIC16F628;1984;16352;16383
PIC18F2685;10016;65520;65535
PIC18F4682;10048;65520;65535
PIC18F4321;8448;65520;65535
PIC18F4221;8512;65520;65535
PIC18F8585;2624;65520;65535
PIC18F6585;2656;65520;65535
PIC18F6310;3040;65520;65535
PIC18F8310;3008;65520;65535
PIC18F6410;1760;65520;65535
PIC18F8410;1728;65520;65535
PIC18F6390;2976;65520;65535
PIC18F8390;2944;65520;65535
PIC18F6490;1696;65520;65535
PIC18F8490;1664;65520;65535
PIC18F6680;2592;65520;65535
PIC18F8680;2560;65520;65535
PIC18F2221;8544;65520;65535
PIC18F4685;10080;65520;65535
PIC18F6621;2720;65520;65535
PIC18F8621;2688;65520;65535
PIC18F6525;2784;65520;65535
PIC18F8525;2752;65520;65535
PIC18F258;2112;65520;65535
PIC18F448;2080;65520;65535
PIC18F248;2048;65520;65535
PIC18F45K20;8256;65504;65535
PIC18F2321;8480;65520;65535
PIC18F2682;9984;65520;65535
PIC18F2523;4368;65520;65535
PIC18F2423;4432;65520;65535
PIC18F4423;4304;65520;65535
PIC18F4523;4240;65520;65535
PIC18F1230;7680;65520;65535
PIC18F1330;7712;65520;65535
PIC16F882;8192;16352;16383
PIC18LF25J10;7232;65504;65535
PIC18LF24J10;7488;65504;65535
PIC18LF44J10;7520;65504;65535
PIC18LF45J10;7264;65504;65535
PIC12F519;65535;0;4095
PIC18F83J90;14464;65504;65535
PIC18F84J90;14496;65504;65535
PIC18F83J11;14720;65504;65535
PIC18F84J11;14752;65504;65535
PIC18F85J11;14816;65504;65535
PIC18F86J11;17632;65504;65535
PIC18F86J16;17664;65504;65535
PIC18F87J11;17696;65504;65535
PIC18F66J11;17472;65504;65535
PIC18F66J16;17504;65504;65535
PIC18F67J11;17536;65504;65535
PIC18F25K20;8288;65504;65535
PIC18F65J11;14688;65504;65535
PIC18F85J90;14560;65504;65535
PIC18F65J90;14432;65504;65535
PIC18F6628;18880;65520;65535
PIC18F6723;18944;65520;65535
PIC18F8628;18912;65520;65535
PIC18F8723;18976;65520;65535
PIC18F65J50;16640;65504;65535
PIC18F66J50;16704;65504;65535
PIC18F66J55;16736;65504;65535
PIC18F67J50;16768;65504;65535
PIC18F87J50;16928;65504;65535
PIC18F86J55;16896;65504;65535
PIC18F85J50;16800;65504;65535
PIC18F86J50;16864;65504;65535
PIC18F2458;10848;65520;65535
PIC18F2553;10816;65520;65535
PIC18F4458;10784;65520;65535
PIC18F4553;10752;65520;65535
PIC18F63J11;14592;65504;65535
PIC18F64J11;14624;65504;65535
PIC18F63J90;14336;65504;65535
PIC18F64J90;14368;65504;65535
PIC16F526;65535;0;4095
PIC18F44K20;8320;65504;65535
PIC18F24K20;8352;65504;65535
PIC16F722;6272;16352;16383
PIC16F723;6240;16352;16383
PIC16F724;6208;16352;16383
PIC16F726;6176;16352;16383
PIC16F727;6144;16352;16383
PIC16LF722;6528;16352;16383
PIC16LF723;6496;16352;16383
PIC16LF724;6464;16352;16383
PIC16LF726;6432;16352;16383
PIC16LF727;6400;16352;16383
PIC18F46K20;8192;65504;65535
PIC18F26K20;8224;65504;65535
PIC18F14K50;18272;65504;65535
PIC18LF14K50;18208;65504;65535
PIC18F14K50-ICD;18336;65504;65535
PIC18F6393;6656;65520;65535
PIC18F6493;3584;65520;65535
PIC18F8393;6688;65520;65535
PIC18F8493;3616;65520;65535
PIC18F1330-ICD;8160;65520;65535
PIC18LF13K50;18176;65504;65535
PIC18F13K50;18240;65504;65535
PIC18LF6520;2864;65520;65535
PIC18LF8520;2832;65520;65535
PIC18F45J11;19968;65504;65535
PIC18LF45J11;20160;65504;65535
PIC18F25J11;19872;65504;65535
PIC18LF25J11;20064;65504;65535
PIC18F46J11;20000;65504;65535
PIC18F26J11;19904;65504;65535
PIC18LF46J11;20192;65504;65535
PIC18LF26J11;20096;65504;65535
PIC18F44J11;19936;65504;65535
PIC18F24J11;19840;65504;65535
PIC18LF44J11;20128;65504;65535
PIC18LF24J11;20032;65504;65535
PIC18F46J50;19616;65504;65535
PIC18F26J50;19520;65504;65535
PIC18LF46J50;19808;65504;65535
PIC18LF26J50;19712;65504;65535
PIC18F25J50;19488;65504;65535
PIC18F45J50;19584;65504;65535
PIC18LF45J50;19776;65504;65535
PIC18LF25J50;19680;65504;65535
PIC18F44J50;19552;65504;65535
PIC18F24J50;19456;65504;65535
PIC18LF24J50;19648;65504;65535
PIC18LF44J50;19744;65504;65535
PIC18F14K22;20256;65504;65535
PIC18LF14K22;20320;65504;65535
PIC18F13K22;20288;65504;65535
PIC18LF13K22;20352;65504;65535
PIC16F1939;9152;16352;16383
PIC16F1938;9120;16352;16383
PIC16F1937;9088;16352;16383
PIC16F1936;9056;16352;16383
PIC16F1934;9024;16352;16383
PIC16F1933;8992;16352;16383
PIC16LF1933;9248;16352;16383
PIC16LF1934;9280;16352;16383
PIC16LF1936;9312;16352;16383
PIC16LF1937;9344;16352;16383
PIC16LF1938;9376;16352;16383
PIC16LF1939;9408;16352;16383
PIC18LF14K50-ICD;19328;65504;65535
PIC18F23K20;8416;65504;65535
PIC18F43K20;8384;65504;65535
PIC18F87J90;20640;65504;65535
PIC18F67J90;20512;65504;65535
PIC18F66J90;20480;65504;65535
PIC18F86J90;20608;65504;65535
PIC12F617;4960
PIC12F752;5376
PIC12HV752;5408
PIC12LF1822;10240
PIC12LF1840;7104
PIC16C745;2912
PIC16C765;2944
PIC16C925;320
PIC16C926;256
PIC16CR73;3200
PIC16CR74;3264
PIC16CR76;3072
PIC16CR77;3136
PIC16CR926;8448
PIC16F1516;5760
PIC16F1517;5792
PIC16F1518;5824
PIC16F1519;5856
PIC16F1526;5504
PIC16F1527;5536
PIC16F1782;10752
PIC16F1783;10784
PIC16F1823;10016
PIC16F1824;10048
PIC16F1825;10080
PIC16F1826;10112
PIC16F1827;10144
PIC16F1828;10176
PIC16F1829;10208
PIC16F1847;5248
PIC16F1946;9472
PIC16F1947;9504
PIC16F707;6848
PIC16F720;7168
PIC16F721;7200
PIC16F722A;6944
PIC16F723A;6912
PIC16LF1516;6016
PIC16LF1517;6048
PIC16LF1518;6080
PIC16LF1519;6112
PIC16LF1526;5568
PIC16LF1527;5600
PIC16LF1782;10912
PIC16LF1783;10944
PIC16LF1823;10272
PIC16LF1824;10304
PIC16LF1825;10336
PIC16LF1826;10368
PIC16LF1827;10400
PIC16LF1828;10432
PIC16LF1829;10464
PIC16LF1847;5280
PIC16LF1902;9248
PIC16LF1903;11264
PIC16LF1904;9216
PIC16LF1906;9216
PIC16LF1907;9216
PIC16LF1946;9600
PIC16LF1947;9632
PIC16LF707;6880
PIC16LF720;7232
PIC16LF721;7264
PIC16LF722A;7008
PIC16LF723A;6976
PIC18C242;800
PIC18C252;544
PIC18C442;768
PIC18C452;512
PIC18C601;288
PIC18C658;160
PIC18C801;256
PIC18C858;224
PIC18CR6627;5056
PIC18CR8627;5088
PIC18F1231;7808
PIC18F1331;7840
PIC18F13K20;20288
PIC18F14K20;20256
PIC18F23K22;22336
PIC18F2439;1152
PIC18F24K22;22080
PIC18F2539;1024
PIC18F2586;3680
PIC18F25K22;21824
PIC18F25K80;24960
PIC18F26J13;22816
PIC18F26J53;22560
PIC18F26K22;21568
PIC18F26K80;24864
PIC18F27J13;22880
PIC18F27J53;22624
PIC18F43K22;22272
PIC18F4439;1184
PIC18F44K22;22016
PIC18F4539;1056
PIC18F4586;3616
PIC18F45K22;21760
PIC18F45K80;24928
PIC18F46J13;22944
PIC18F46J53;22688
PIC18F46K22;21504
PIC18F46K80;24832
PIC18F47J13;23008
PIC18F47J53;22752
PIC18F6313;6720
PIC18F6413;3648
PIC18F65K22;21248
PIC18F65K80;24896
PIC18F65K90;21056
PIC18F66J93;20544
PIC18F66K22;21184
PIC18F66K27;20896
PIC18F66K80;24800
PIC18F66K90;20992
PIC18F66K95;20768
PIC18F67J93;20576
PIC18F67K22;20864
PIC18F67K90;20736
PIC18F8313;6752
PIC18F8413;3680
PIC18F85K22;21344
PIC18F85K90;21152
PIC18F86J72;20544
PIC18F86J93;20672
PIC18F86K22;21280
PIC18F86K27;20960
PIC18F86K90;21088
PIC18F86K95;20832
PIC18F87J72;20576
PIC18F87J93;20704
PIC18F87K22;20928
PIC18F87K90;20800
PIC18F96J72;20672
PIC18F97J72;20704
PIC18LF23K10;8416
PIC18LF23K22;22368
PIC18LF24K10;8352
PIC18LF24K22;22112
PIC18LF25K10;8288
PIC18LF25K22;21856
PIC18LF25K80;25184
PIC18LF26J13;23328
PIC18LF26J53;23072
PIC18LF26K10;8224
PIC18LF26K22;21600
PIC18LF26K80;25088
PIC18LF27J13;23392
PIC18LF27J53;23136
PIC18LF43K10;8384
PIC18LF43K22;22304
PIC18LF44K10;8320
PIC18LF44K22;22048
PIC18LF45K10;8256
PIC18LF45K22;21792
PIC18LF45K80;25152
PIC18LF46J13;23456
PIC18LF46J53;23200
PIC18LF46K10;8192
PIC18LF46K22;21536
PIC18LF46K80;25056
PIC18LF47J13;23520
PIC18LF47J53;23264
PIC18LF65K80;25120
PIC18LF66K80;25024
